Rank,Name,Revenue ($M),Revenue % change,Profit ($M),Profit % change,Assets ($M),Market Value ($M),Change in rank (1000),Employees,Change in rank (500),Year,Revenue_cat,Filter_cat,Profit ($M)_cat,Assets ($M)_cat,Market Value ($M)_cat,Employees_cat,Revenue_cat_1,Revenue_cat_2,Revenue_cat_3,Filter_cat_0,Filter_cat_1,Filter_cat_2,Profit ($M)_cat_1,Profit ($M)_cat_2,Profit ($M)_cat_3,Profit ($M)_cat_4,Profit ($M)_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5
457,Weyerhaeuser,6554.0,-12.3,-76.0,-110.2,16406.0,12636.5,-51,9400,-51,2020,2,0,1,5,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
460,American Axle & Manufacturing,6530.9,-10.2,-484.5,0.0,6644.6,408.1,-42,20000,-42,2020,2,0,1,3,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
461,Hess,6510.0,0.7,-408.0,0.0,21782.0,10163.6,0,1775,0,2020,2,0,1,5,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
463,Activision Blizzard,6489.0,-13.5,1503.0,-17.1,19845.0,45753.3,-58,9200,-58,2020,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
464,GameStop,6466.0,-26.9,-470.9,0.0,2819.7,225.6,-118,30000,-118,2020,2,0,1,2,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
466,Science Applications International,6379.0,36.9,226.0,65.0,4711.0,4316.9,94,24311,0,2020,2,1,3,3,3,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
468,Dillard's,6343.2,-2.5,111.1,-34.8,3430.3,863.8,-10,30400,-10,2020,2,0,2,2,1,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
469,Ralph Lauren,6313.0,2.1,430.9,164.7,5942.8,4928.3,4,18650,4,2020,2,0,4,3,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
470,Celanese,6297.0,-12.0,852.0,-29.4,9476.0,8775.0,-44,7714,-44,2020,2,1,5,4,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
471,R.R. Donnelley & Sons,6276.2,-7.7,-93.2,0.0,3330.1,68.0,-26,36400,-26,2020,2,0,1,2,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
473,Ascena Retail Group,6242.8,-5.1,-661.4,0.0,2699.8,13.9,-16,33000,-16,2020,2,0,1,2,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
474,Clorox,6214.0,1.5,820.0,-0.4,5116.0,21673.5,3,8800,3,2020,2,0,5,3,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
475,Ingredion,6209.0,6.3,413.0,-6.8,6040.0,5049.6,11,11000,11,2020,2,0,4,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
476,First American Financial,6202.1,7.9,707.4,49.1,11519.2,4790.6,15,18412,15,2020,2,0,5,4,3,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
477,Graphic Packaging Holding,6160.1,2.3,206.8,-6.5,7289.9,3542.0,3,18000,3,2020,2,0,3,4,3,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
478,NetApp,6146.0,4.0,1169.0,1438.2,8741.0,9220.9,5,10500,5,2020,2,0,5,4,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
478,HD Supply Holdings,6146.0,1.6,452.0,14.7,4715.0,4605.3,1,11500,1,2020,2,0,4,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
480,TravelCenters of America,6117.4,-12.3,33.3,0.0,3230.9,81.2,-47,18594,-47,2020,2,0,1,2,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
481,Olin,6110.0,-12.0,-11.3,-103.4,9187.8,1841.8,-47,6500,-47,2020,2,0,1,4,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
482,Robert Half International,6074.4,4.7,454.4,4.6,2311.4,4345.8,8,16000,8,2020,2,0,4,1,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
483,EnLink Midstream,6052.9,-21.4,-1119.3,0.0,9335.8,537.3,-87,1355,-87,2020,2,0,1,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
484,Avantor,6040.3,3.0,37.8,0.0,9773.3,7155.6,0,12000,0,2020,2,0,1,4,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
485,Tapestry,6027.1,2.5,643.4,61.9,6877.3,3574.6,-1,17400,-1,2020,2,0,5,3,3,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
486,TD Ameritrade Holding,6016.0,10.3,2208.0,49.9,43786.0,18738.8,23,9226,0,2020,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
487,Analog Devices,5991.1,-3.4,1363.0,-8.9,21392.6,33010.9,-15,16400,-15,2020,2,0,5,5,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
488,Ameren,5910.0,-6.1,828.0,1.6,28933.0,17969.9,-20,9323,-20,2020,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
489,Williams-Sonoma,5898.0,4.0,356.1,6.7,4054.0,3282.4,6,19300,6,2020,2,1,4,2,2,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
490,Realogy Holdings,5870.0,-3.4,-188.0,-237.2,7543.0,346.9,-12,10150,-12,2020,2,0,1,4,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
491,Commercial Metals,5829.0,17.8,198.1,43.0,3758.8,1880.0,54,11524,0,2020,2,1,3,2,2,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
492,Rush Enterprises,5809.8,5.5,141.6,1.8,3407.3,1145.6,12,7244,0,2020,2,0,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
493,Franklin Resources,5774.5,-8.6,1195.7,56.4,14532.2,8293.2,-26,9597,-26,2020,2,1,5,5,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
494,Fortune Brands Home & Security,5764.6,5.1,431.9,10.9,6291.3,6042.3,14,24700,0,2020,2,0,4,3,3,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
495,Levi Strauss,5763.1,3.4,394.6,39.4,4232.4,4961.2,5,15800,5,2020,2,0,4,2,3,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
497,Simon Property Group,5755.2,1.7,2101.6,-13.9,31231.6,16834.8,-1,3750,-1,2020,2,0,5,5,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
498,Cerner,5692.6,6.1,529.5,-16.0,6894.6,19164.4,22,27400,0,2020,2,0,4,3,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
499,Post Holdings,5681.1,-9.2,124.7,-73.3,11951.6,5732.0,-28,10100,-28,2020,2,0,2,4,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
501,KBR,5639.0,14.8,202.0,-28.1,5364.0,2942.6,47,28000,0,2020,2,0,3,3,2,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
502,Sprouts Farmers Market,5634.8,8.2,149.6,-5.6,2723.0,2185.1,25,30000,0,2020,2,0,2,2,2,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
503,LPL Financial Holdings,5624.9,8.4,559.9,27.4,5880.2,4305.4,28,4343,0,2020,2,0,4,3,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
504,T. Rowe Price,5617.9,4.6,2131.3,16.0,9330.4,22788.1,15,7365,0,2020,2,0,5,4,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
505,Yum Brands,5597.0,-1.6,1294.0,-16.1,5231.0,20615.4,-11,34000,0,2020,2,0,5,3,5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
507,Patterson,5574.5,2.0,83.6,-58.4,3269.3,1464.9,3,7800,0,2020,2,0,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
508,RPM International,5564.6,4.6,266.6,-21.1,5441.4,7721.1,14,14957,0,2020,2,0,3,3,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
511,Chemours,5526.0,-16.8,-52.0,-105.2,7258.0,1455.9,-57,7000,0,2020,2,0,1,4,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
512,ON Semiconductor,5517.9,-6.1,211.7,-66.3,8425.5,5113.7,-27,34800,0,2020,2,0,3,4,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
513,TransDigm Group,5517.2,44.3,889.8,-7.0,16254.7,17190.3,137,18300,0,2020,2,0,5,5,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
514,Host Hotels & Resorts,5469.0,-1.0,920.0,-15.4,12305.0,7792.9,-12,175,0,2020,2,0,5,4,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
515,Select Medical Holdings,5453.9,7.3,148.4,7.7,7340.3,2014.7,23,42800,0,2020,2,0,2,4,2,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
516,Par Pacific Holdings,5401.5,58.4,40.8,3.5,2700.6,380.6,181,1408,0,2020,2,0,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
517,Sonoco Products,5374.2,-0.3,291.8,-6.9,5126.3,4650.7,1,23000,0,2020,2,0,3,3,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
518,Roper Technologies,5366.8,3.4,1767.9,87.2,18108.9,33086.1,12,16460,0,2020,2,0,5,5,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
519,Harley-Davidson,5361.8,-6.2,423.6,-20.3,10528.2,2892.7,-27,5600,0,2020,2,0,4,4,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
520,Jefferies Financial Group,5358.7,-34.3,964.7,-6.0,49460.2,3788.1,-148,4800,0,2020,2,0,5,5,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
521,Kelly Services,5355.6,-2.9,112.4,390.8,2480.6,496.4,-18,7700,0,2020,2,0,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
522,Microchip Technology,5349.5,34.4,355.9,39.4,18350.0,16240.7,107,18286,0,2020,2,0,4,5,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
523,McCormick,5347.4,-1.1,702.7,-24.7,10362.1,18767.4,-9,12400,0,2020,2,0,5,4,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
524,MDU Resources Group,5336.9,17.8,335.5,23.2,7683.1,4310.2,50,13359,0,2020,2,0,4,4,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
525,Fastenal,5333.7,7.4,790.9,5.2,3799.9,17949.9,19,21948,0,2020,2,0,5,2,5,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
526,Big Lots,5323.2,1.6,242.5,54.5,3189.3,557.0,-1,22250,0,2020,2,0,3,2,1,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
527,Penn National Gaming,5301.4,47.8,43.9,-53.1,14194.5,1478.3,149,28300,0,2020,2,0,1,4,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
528,Western Union,5292.1,-5.3,1058.3,24.2,8758.5,7489.9,-30,11500,0,2020,2,0,5,4,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
529,Under Armour,5267.1,1.4,92.1,0.0,4843.5,3878.1,0,11700,0,2020,2,0,2,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
530,Xylem,5249.0,0.8,401.0,-27.0,7710.0,11737.9,-2,16300,0,2020,2,0,4,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
531,Skechers U.S.A.,5242.5,12.4,346.6,15.1,4892.9,3724.9,28,8550,0,2020,2,2,4,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
532,Domtar,5220.0,-4.3,84.0,-70.3,4903.0,1217.8,-21,10000,0,2020,2,0,2,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
533,NiSource,5208.9,1.8,383.1,0.0,22659.8,9545.1,2,8363,0,2020,2,0,4,5,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
534,Marathon Oil,5190.0,-21.1,480.0,-56.2,20245.0,2618.3,-78,2000,0,2020,2,0,4,5,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
535,National General Holdings,5179.6,12.4,348.1,67.9,9756.5,1881.9,30,9200,0,2020,2,0,4,4,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
536,Telephone & Data Systems,5176.0,1.3,121.0,-10.4,10781.0,1923.7,0,9400,0,2020,2,0,2,4,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
537,Agilent Technologies,5163.0,5.1,1071.0,238.9,9452.0,22177.2,10,16300,0,2020,2,0,5,4,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
538,Ametek,5158.6,6.5,861.3,10.7,9844.6,16506.3,14,18100,0,2020,2,0,5,4,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
539,Evergy,5147.8,20.4,669.9,25.0,25975.9,12477.6,59,4617,0,2020,2,0,5,5,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
540,International Flavors & Fragrances,5140.1,29.2,455.9,35.2,13287.4,10902.4,90,13668,0,2020,2,0,4,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
541,ADT,5125.7,11.9,-424.2,0.0,16083.7,3282.7,25,17500,0,2020,2,0,1,5,2,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
542,Welltower,5121.3,9.0,1232.4,53.1,33380.8,18795.2,16,443,0,2020,2,0,5,5,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
544,Michaels,5072.0,-3.8,272.6,-14.7,3838.1,237.9,-21,28000,0,2020,2,0,3,2,1,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
545,Kemper,5039.2,35.3,531.1,179.4,12989.1,4970.1,115,8900,0,2020,2,0,4,4,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
546,Hyatt Hotels,5020.0,12.7,766.0,-0.4,8417.0,4852.5,34,55000,0,2020,2,0,5,4,3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
548,Resideo Technologies,4988.0,0.0,36.0,0.0,5128.0,595.0,0,13000,0,2020,1,0,1,3,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
549,CACI International,4986.3,11.6,265.6,-11.8,5086.8,5293.9,29,22100,0,2020,1,0,3,3,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
550,Electronic Arts,4950.0,-3.9,1019.0,-2.3,8957.0,29016.7,-17,9700,0,2020,1,0,5,4,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
551,Vulcan Materials,4929.1,12.5,617.7,19.7,10648.8,14325.2,37,9173,0,2020,1,0,4,4,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
552,TreeHouse Foods,4926.9,-15.2,-361.0,0.0,5139.4,2484.0,-63,10800,0,2020,1,0,1,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
553,Global Payments,4911.9,45.9,430.6,-4.7,44480.2,43287.5,150,24000,0,2020,1,0,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
554,Hanover Insurance Group,4897.4,-9.4,425.1,8.7,12490.5,3457.4,-38,4300,0,2020,1,0,4,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
555,Camping World Holdings,4892.0,2.1,-60.6,-682.7,3376.2,502.1,-2,11508,0,2020,1,0,1,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
556,Cornerstone Building Brands,4889.7,144.4,-15.4,-124.4,5564.3,574.9,431,20100,0,2020,1,0,1,3,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
557,YRC Worldwide,4871.2,-4.3,-104.0,-614.9,1831.6,60.6,-20,29000,0,2020,1,0,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
559,Chewy,4846.7,37.2,-252.4,0.0,932.3,14943.5,0,12000,0,2020,1,0,1,1,5,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
560,Knight-Swift Transportation Holdings,4844.0,-9.4,309.2,-26.3,8281.7,5568.6,-39,23700,0,2020,1,0,3,4,3,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
561,Moody's,4829.0,8.7,1422.0,8.6,10265.0,39594.4,21,11081,0,2020,1,0,5,4,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
562,Coca-Cola Consolidated,4826.5,4.3,11.4,0.0,3126.9,1954.7,1,15850,0,2020,1,0,1,2,2,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
563,Carlisle,4811.6,5.8,472.8,-22.6,5496.0,6976.9,7,14000,0,2020,1,0,4,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
564,Sealed Air,4791.1,1.2,263.0,36.2,5765.2,3821.9,-9,16500,0,2020,1,0,3,3,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
565,A-Mark Precious Metals,4783.2,-37.1,2.2,0.0,705.4,86.3,-164,183,0,2020,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
566,Watsco,4770.4,4.9,246.0,1.2,2556.2,6049.8,6,5800,0,2020,1,0,3,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
567,Taylor Morrison Home,4762.1,12.6,254.7,23.4,5245.7,1478.9,37,2300,0,2020,1,1,3,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
568,IAC/InterActiveCorp,4757.1,11.6,431.1,-31.2,8332.8,15191.5,32,8700,0,2020,1,0,4,4,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
569,Leggett & Platt,4752.5,11.3,333.8,9.1,4816.4,3528.4,30,22000,0,2020,1,0,4,3,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
570,OneMain Holdings,4749.0,12.2,855.0,91.3,22817.0,2604.0,33,9700,0,2020,1,0,5,5,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
571,Schneider National,4747.0,-4.6,147.0,-45.3,3660.1,3425.5,-29,15650,0,2020,1,0,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
572,Martin Marietta Materials,4739.1,11.7,611.9,30.2,10131.6,11769.9,29,8846,0,2020,1,0,4,4,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
573,NortonLifeLock,4731.0,-3.2,31.0,-97.3,15938.0,11233.2,-23,11900,0,2020,1,0,1,5,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
574,Hasbro,4720.2,3.1,520.5,136.1,8855.6,9793.5,-7,5600,0,2020,1,0,4,4,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
575,Square,4713.5,42.9,375.4,0.0,4551.3,22797.6,140,3835,0,2020,1,2,4,3,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
576,Terex,4680.3,-8.7,54.4,-52.2,3195.6,1015.3,-42,9500,0,2020,1,0,2,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
577,Syneos Health,4675.8,6.5,131.3,440.5,7453.8,4109.4,10,24000,0,2020,1,0,2,4,3,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
578,FMC,4661.9,-1.5,477.4,-4.9,9872.7,10574.0,-22,6400,0,2020,1,0,4,4,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
579,Boise Cascade,4643.4,-7.0,80.9,295.2,1693.4,932.1,-39,6010,0,2020,1,0,2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
580,SS&C Technologies Holdings,4632.9,35.4,438.5,324.9,16741.1,11203.5,115,22800,0,2020,1,2,4,5,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
581,Continental Resources,4631.9,-1.6,775.6,-21.5,15727.9,2789.4,-24,1260,0,2020,1,0,5,5,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
582,Peabody Energy,4623.4,-17.2,-211.3,-132.7,6542.8,281.6,-83,6600,0,2020,1,0,1,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
583,Encompass Health,4605.0,7.7,358.7,22.7,6080.7,6302.7,13,35690,0,2020,1,0,4,3,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
584,Greif,4595.0,18.6,171.0,-18.3,5426.7,1698.1,55,17000,0,2020,1,0,3,3,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
585,Concho Resources,4592.0,10.6,-705.0,-130.8,24732.0,8428.9,26,1453,0,2020,1,0,1,5,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
586,Hubbell,4591.0,2.4,400.9,11.3,4903.0,6239.4,-9,18800,0,2020,1,0,4,3,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
587,CF Industries Holdings,4590.0,3.6,493.1,70.1,12171.9,5879.9,-3,2987,0,2020,1,0,4,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
588,KLA,4568.9,13.2,1175.6,46.5,9008.5,22534.4,35,10020,0,2020,1,0,5,4,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
589,Genesis Healthcare,4565.8,-8.3,14.6,0.0,4662.1,138.9,-46,55000,0,2020,1,0,1,3,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
590,Brunswick,4556.7,-11.7,-131.0,-149.4,3564.4,2806.8,-58,12828,0,2020,1,0,1,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
